accuracy,precision,recall,specificity,f1,hard_negative_fpr,fp,fn,median_delay_s,p95_delay_s,seed,variant,margin,base_margin,adder
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,conformal_alpha0.20_add0.050,0.3735376580938282,0.32353765809382823,0.05
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,302.6349999999999,72,conformal_alpha0.20_add0.080,0.40353765809382824,0.32353765809382823,0.08
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,122.56499999999997,72,max_alpha0.20_add0.000,0.32353765809382823,0.32353765809382823,0.0
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,max_alpha0.20_add0.005,0.32853765809382823,0.32353765809382823,0.005
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,max_alpha0.20_add0.010,0.33353765809382824,0.32353765809382823,0.01
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.15,140.065,72,max_alpha0.20_add0.020,0.34353765809382825,0.32353765809382823,0.02
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,max_alpha0.20_add0.030,0.3535376580938282,0.32353765809382823,0.03
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,max_alpha0.20_add0.050,0.3735376580938282,0.32353765809382823,0.05
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,302.6349999999999,72,max_alpha0.20_add0.080,0.40353765809382824,0.32353765809382823,0.08
0.64,0.9166666666666666,0.5789473684210527,0.8333333333333334,0.7096774193548387,0.0,1,8,65.0,90.05,72,q90_alpha0.10_add0.000,0.1546468307367266,0.1546468307367266,0.0
0.64,0.9166666666666666,0.5789473684210527,0.8333333333333334,0.7096774193548387,0.0,1,8,65.0,90.05,72,q90_alpha0.10_add0.005,0.1596468307367266,0.1546468307367266,0.005
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.0,117.54499999999994,72,q90_alpha0.10_add0.010,0.16464683073672662,0.1546468307367266,0.01
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q90_alpha0.10_add0.020,0.1746468307367266,0.1546468307367266,0.02
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q90_alpha0.10_add0.030,0.1846468307367266,0.1546468307367266,0.03
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q90_alpha0.10_add0.050,0.20464683073672663,0.1546468307367266,0.05
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q90_alpha0.10_add0.080,0.2346468307367266,0.1546468307367266,0.08
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q95_alpha0.10_add0.000,0.2390922444152774,0.2390922444152774,0.0
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.055,72,q95_alpha0.10_add0.005,0.2440922444152774,0.2390922444152774,0.005
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.055,72,q95_alpha0.10_add0.010,0.24909224441527741,0.2390922444152774,0.01
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.055,72,q95_alpha0.10_add0.020,0.2590922444152774,0.2390922444152774,0.02
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.055,72,q95_alpha0.10_add0.030,0.2690922444152774,0.2390922444152774,0.03
0.56,0.9,0.47368421052631576,0.8333333333333334,0.6206896551724138,0.0,1,10,65.0,140.06,72,q95_alpha0.10_add0.050,0.2890922444152774,0.2390922444152774,0.05
0.52,0.8888888888888888,0.42105263157894735,0.8333333333333334,0.5714285714285714,0.0,1,11,65.0,113.88499999999996,72,q95_alpha0.10_add0.080,0.3190922444152774,0.2390922444152774,0.08
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,122.56499999999997,72,conformal_alpha0.10_add0.000,0.32353765809382823,0.32353765809382823,0.0
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,conformal_alpha0.10_add0.005,0.32853765809382823,0.32353765809382823,0.005
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,conformal_alpha0.10_add0.010,0.33353765809382824,0.32353765809382823,0.01
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.15,140.065,72,conformal_alpha0.10_add0.020,0.34353765809382825,0.32353765809382823,0.02
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,conformal_alpha0.10_add0.030,0.3535376580938282,0.32353765809382823,0.03
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,conformal_alpha0.10_add0.050,0.3735376580938282,0.32353765809382823,0.05
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,302.6349999999999,72,conformal_alpha0.10_add0.080,0.40353765809382824,0.32353765809382823,0.08
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,122.56499999999997,72,max_alpha0.10_add0.000,0.32353765809382823,0.32353765809382823,0.0
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,max_alpha0.10_add0.005,0.32853765809382823,0.32353765809382823,0.005
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,max_alpha0.10_add0.010,0.33353765809382824,0.32353765809382823,0.01
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.15,140.065,72,max_alpha0.10_add0.020,0.34353765809382825,0.32353765809382823,0.02
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,max_alpha0.10_add0.030,0.3535376580938282,0.32353765809382823,0.03
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,max_alpha0.10_add0.050,0.3735376580938282,0.32353765809382823,0.05
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,302.6349999999999,72,max_alpha0.10_add0.080,0.40353765809382824,0.32353765809382823,0.08
0.64,0.9166666666666666,0.5789473684210527,0.8333333333333334,0.7096774193548387,0.0,1,8,65.0,90.05,72,q90_alpha0.05_add0.000,0.1546468307367266,0.1546468307367266,0.0
0.64,0.9166666666666666,0.5789473684210527,0.8333333333333334,0.7096774193548387,0.0,1,8,65.0,90.05,72,q90_alpha0.05_add0.005,0.1596468307367266,0.1546468307367266,0.005
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.0,117.54499999999994,72,q90_alpha0.05_add0.010,0.16464683073672662,0.1546468307367266,0.01
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q90_alpha0.05_add0.020,0.1746468307367266,0.1546468307367266,0.02
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q90_alpha0.05_add0.030,0.1846468307367266,0.1546468307367266,0.03
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q90_alpha0.05_add0.050,0.20464683073672663,0.1546468307367266,0.05
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q90_alpha0.05_add0.080,0.2346468307367266,0.1546468307367266,0.08
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.0,72,q95_alpha0.05_add0.000,0.2390922444152774,0.2390922444152774,0.0
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.055,72,q95_alpha0.05_add0.005,0.2440922444152774,0.2390922444152774,0.005
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.055,72,q95_alpha0.05_add0.010,0.24909224441527741,0.2390922444152774,0.01
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.055,72,q95_alpha0.05_add0.020,0.2590922444152774,0.2390922444152774,0.02
0.6,0.9090909090909091,0.5263157894736842,0.8333333333333334,0.6666666666666666,0.0,1,9,65.05,140.055,72,q95_alpha0.05_add0.030,0.2690922444152774,0.2390922444152774,0.03
0.56,0.9,0.47368421052631576,0.8333333333333334,0.6206896551724138,0.0,1,10,65.0,140.06,72,q95_alpha0.05_add0.050,0.2890922444152774,0.2390922444152774,0.05
0.52,0.8888888888888888,0.42105263157894735,0.8333333333333334,0.5714285714285714,0.0,1,11,65.0,113.88499999999996,72,q95_alpha0.05_add0.080,0.3190922444152774,0.2390922444152774,0.08
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,122.56499999999997,72,conformal_alpha0.05_add0.000,0.32353765809382823,0.32353765809382823,0.0
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,conformal_alpha0.05_add0.005,0.32853765809382823,0.32353765809382823,0.005
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,conformal_alpha0.05_add0.010,0.33353765809382824,0.32353765809382823,0.01
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.15,140.065,72,conformal_alpha0.05_add0.020,0.34353765809382825,0.32353765809382823,0.02
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,conformal_alpha0.05_add0.030,0.3535376580938282,0.32353765809382823,0.03
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,conformal_alpha0.05_add0.050,0.3735376580938282,0.32353765809382823,0.05
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,302.6349999999999,72,conformal_alpha0.05_add0.080,0.40353765809382824,0.32353765809382823,0.08
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,122.56499999999997,72,max_alpha0.05_add0.000,0.32353765809382823,0.32353765809382823,0.0
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,max_alpha0.05_add0.005,0.32853765809382823,0.32353765809382823,0.005
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.05,140.065,72,max_alpha0.05_add0.010,0.33353765809382824,0.32353765809382823,0.01
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,65.15,140.065,72,max_alpha0.05_add0.020,0.34353765809382825,0.32353765809382823,0.02
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,max_alpha0.05_add0.030,0.3535376580938282,0.32353765809382823,0.03
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,140.165,72,max_alpha0.05_add0.050,0.3735376580938282,0.32353765809382823,0.05
0.56,1.0,0.42105263157894735,1.0,0.5925925925925926,0.0,0,11,140.0,302.6349999999999,72,max_alpha0.05_add0.080,0.40353765809382824,0.32353765809382823,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.20_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.20_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.20_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.20_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.20_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q90_alpha0.20_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q90_alpha0.20_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.20_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.20_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.20_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.20_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.20_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q95_alpha0.20_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q95_alpha0.20_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.20_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.20_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.20_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.20_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.20_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,conformal_alpha0.20_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,conformal_alpha0.20_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.20_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.20_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.20_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.20_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.20_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,max_alpha0.20_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,max_alpha0.20_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.10_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.10_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.10_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.10_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.10_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q90_alpha0.10_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q90_alpha0.10_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.10_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.10_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.10_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.10_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.10_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q95_alpha0.10_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q95_alpha0.10_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.10_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.10_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.10_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.10_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,conformal_alpha0.10_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,conformal_alpha0.10_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,conformal_alpha0.10_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.10_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.10_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.10_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.10_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,max_alpha0.10_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,max_alpha0.10_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,max_alpha0.10_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.05_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.05_add0.005,0.005,0.0,0.005
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.05_add0.010,0.01,0.0,0.01
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.05_add0.020,0.02,0.0,0.02
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q90_alpha0.05_add0.030,0.03,0.0,0.03
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q90_alpha0.05_add0.050,0.05,0.0,0.05
0.9615384615384616,0.9523809523809523,1.0,0.8333333333333334,0.975609756097561,0.0,1,0,40.0,68.75000000000006,73,q90_alpha0.05_add0.080,0.08,0.0,0.08
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.05_add0.000,0.0,0.0,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,41.34500000000002,73,q95_alpha0.05_add0.005,0.005,0.0,0.005
